variable,coefficient,std_error,t_stat,p_value
C(quarter_str)[T.2022Q3],0.7087095790307674,0.42617245715250307,1.6629642932958482,0.0963195832056062
C(quarter_str)[T.2022Q4],0.6624296481312717,0.2881581138437499,2.2988408665475433,0.02151397727842146
C(quarter_str)[T.2023Q1],0.7748617568118218,0.27251811680656957,2.843340347026581,0.004464336947687504
C(quarter_str)[T.2023Q2],0.544319449004517,0.2577371687745859,2.1119167700665353,0.034693588716893355
C(quarter_str)[T.2023Q3],0.8233254734327581,0.3244086629763899,2.5379269033043013,0.01115112726626513
C(quarter_str)[T.2023Q4],0.5472542379030725,0.30523904484880005,1.792871020724608,0.07299355005374321
C(quarter_str)[T.2024Q1],0.7201903583662721,0.2758833990238123,2.610488202315176,0.009041309047501318
C(quarter_str)[T.2024Q2],0.3841569380531586,0.1783460921962729,2.1539969467365023,0.031240411361573902
C(quarter_str)[T.2024Q3],0.8999844697024586,0.4952011659340268,1.8174118552506782,0.06915407381974957
C(quarter_str)[T.2024Q4],0.6809455201890788,0.3448213492623562,1.974777726627894,0.04829337775487122
C(quarter_str)[T.2025Q1],0.5664391752043862,0.2375933981274934,2.3840695055863175,0.017122368095113416
C(quarter_str)[T.2025Q2],0.40427586462844567,0.17652591841018714,2.290178509022363,0.022010970716795874
C(quarter_str)[T.2025Q3],0.7595235517408886,0.44130618331643173,1.7210806928492186,0.08523618226336244
mortgage_leverage_lag_std,-0.4123202622899062,0.17591957589960858,-2.3437997743082533,0.01908841568803577
shock_x_mortgage_lev,-1.5461864073951352,0.6956023055345743,-2.222802303978683,0.02622913367055886
